# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.536257207393646240e-01 2.440723627805709839e-01 4.779318542480468750e+02 4.779318542480468750e+02 2.020458679199218750e+02 2.020458679199218750e+02 3.290147781372070312e+01 1.092939567565917969e+01 2.536257207393646240e-01 2.440723627805709839e-01 4.779318542480468750e+02 4.779318542480468750e+02 2.020458679199218750e+02 2.020458679199218750e+02 3.290147781372070312e+01 1.092939567565917969e+01
1.000000000000000000e+03 1.081180334091186523e+00 2.684383630752563477e+00 9.932620048522949219e+00 9.932620048522949219e+00 2.800495147705078125e+00 2.800495147705078125e+00 3.819948959350585938e+01 2.047855949401855469e+01 1.081180334091186523e+00 2.684383630752563477e+00 9.932620048522949219e+00 9.932620048522949219e+00 2.800495147705078125e+00 2.800495147705078125e+00 3.819948959350585938e+01 2.047855949401855469e+01
2.000000000000000000e+03 1.018320202827453613e+00 1.171728014945983887e+00 1.378293156623840332e+00 1.378293156623840332e+00 4.793429970741271973e-01 4.793429970741271973e-01 2.722577667236328125e+01 1.635713005065917969e+01 1.018320202827453613e+00 1.171728014945983887e+00 1.378293156623840332e+00 1.378293156623840332e+00 4.793429970741271973e-01 4.793429970741271973e-01 2.722577667236328125e+01 1.635713005065917969e+01
3.000000000000000000e+03 1.074192166328430176e+00 6.597260832786560059e-01 9.405099749565124512e-01 9.405099749565124512e-01 5.848683118820190430e-01 5.848683118820190430e-01 2.462850189208984375e+01 1.501453018188476562e+01 1.074192166328430176e+00 6.597260832786560059e-01 9.405099749565124512e-01 9.405099749565124512e-01 5.848683118820190430e-01 5.848683118820190430e-01 2.462850189208984375e+01 1.501453018188476562e+01
4.000000000000000000e+03 4.587461650371551514e-01 2.746216058731079102e-01 4.613610208034515381e-01 4.613610208034515381e-01 3.085134029388427734e-01 3.085134029388427734e-01 1.511943149566650391e+01 9.081441879272460938e+00 4.587461650371551514e-01 2.746216058731079102e-01 4.613610208034515381e-01 4.613610208034515381e-01 3.085134029388427734e-01 3.085134029388427734e-01 1.511943149566650391e+01 9.081441879272460938e+00
5.000000000000000000e+03 1.541333049535751343e-01 8.668000251054763794e-02 1.093493402004241943e-01 1.093493402004241943e-01 7.944400608539581299e-02 7.944400608539581299e-02 6.357866287231445312e+00 3.581903696060180664e+00 1.541333049535751343e-01 8.668000251054763794e-02 1.093493402004241943e-01 1.093493402004241943e-01 7.944400608539581299e-02 7.944400608539581299e-02 6.357866287231445312e+00 3.581903696060180664e+00
6.000000000000000000e+03 1.916333436965942383e-01 1.575030833482742310e-01 2.013575471937656403e-02 2.013575471937656403e-02 1.719756424427032471e-02 1.719756424427032471e-02 2.655084848403930664e+00 1.418283581733703613e+00 1.916333436965942383e-01 1.575030833482742310e-01 2.013575471937656403e-02 2.013575471937656403e-02 1.719756424427032471e-02 1.719756424427032471e-02 2.655084848403930664e+00 1.418283581733703613e+00
7.000000000000000000e+03 4.852429032325744629e-02 4.082630202174186707e-02 1.595688425004482269e-02 1.595688425004482269e-02 1.495433971285820007e-02 1.495433971285820007e-02 1.241096019744873047e+00 6.757352948188781738e-01 4.852429032325744629e-02 4.082630202174186707e-02 1.595688425004482269e-02 1.595688425004482269e-02 1.495433971285820007e-02 1.495433971285820007e-02 1.241096019744873047e+00 6.757352948188781738e-01
8.000000000000000000e+03 7.532707881182432175e-03 6.862496025860309601e-03 4.607577342540025711e-03 4.607577342540025711e-03 6.121571175754070282e-03 6.121571175754070282e-03 5.711845755577087402e-01 3.210163414478302002e-01 7.532707881182432175e-03 6.862496025860309601e-03 4.607577342540025711e-03 4.607577342540025711e-03 6.121571175754070282e-03 6.121571175754070282e-03 5.711845755577087402e-01 3.210163414478302002e-01
9.000000000000000000e+03 2.306295745074748993e-02 1.934459805488586426e-02 2.076019765809178352e-03 2.076019765809178352e-03 1.948830904439091682e-03 1.948830904439091682e-03 2.521730065345764160e-01 1.508317142724990845e-01 2.306295745074748993e-02 1.934459805488586426e-02 2.076019765809178352e-03 2.076019765809178352e-03 1.948830904439091682e-03 1.948830904439091682e-03 2.521730065345764160e-01 1.508317142724990845e-01
1.000000000000000000e+04 7.229922804981470108e-03 8.654264733195304871e-03 2.311367134097963572e-04 2.311367134097963572e-04 4.001702764071524143e-04 4.001702764071524143e-04 9.316001832485198975e-02 5.993214249610900879e-02 7.229922804981470108e-03 8.654264733195304871e-03 2.311367134097963572e-04 2.311367134097963572e-04 4.001702764071524143e-04 4.001702764071524143e-04 9.316001832485198975e-02 5.993214249610900879e-02
